source	Tweets	sentiment	id	spans/0	spans/1	spans/2	spans/3	spans/4
twitter	'I''m watching(and buy targets)    '	0.344	7.19682732712968E+017	'I''m watching(and buy targets)'				
twitter	$YHOO have lost 50% since Nov 14    	-0.422	7.19493965767172E+017	$YHOO have lost 50% since Nov 14				
stocktwits	'wouldn''t be surprised to see a green close    '	0.416	14422418	'wouldn''t be surprised to see a green close'				
stocktwits	Failed breakouts & failed setups Limping on crutches into next week   	-0.419	7867073	Failed breakouts & failed setups	Limping on crutches into next week			
twitter	high-flyers have been falling    	-0.501	7.19840533624013E+017	high-flyers have been falling				
twitter	decision to sell robot business exposes growing pains    	-0.289	7.10575829563138E+017	decision to sell robot business exposes growing pains				
stocktwits	stocks insiders are bullish on    	0.433	5441240	stocks insiders are bullish on				
stocktwits	Drop expected    	-0.002	29353150	Drop expected				
stocktwits	Upgraded to a buy by Alpha Street Research    	0.715	16072337	Upgraded to a buy by Alpha Street Research				
stocktwits	Worth a chance here    	0.145	6023448	Worth a chance here				
twitter	Rally Friday! #new52weekhighs p over 31%  	0.66	7.0839990699033E+017	Rally Friday!	#new52weekhighs	p over 31%		
stocktwits	expects to break even    	0.219	21573813	expects to break even				
twitter	all higher    	0.295	7.09471541038342E+017	all higher				
twitter	Adobe Receives New Rating from Top Analyst    	0.141	7.10709986175951E+017	Adobe Receives New Rating from Top Analyst				
stocktwits	alot to worry about    	-0.319	8331684	alot to worry about				
twitter	We See More Reasons To Be Cautious    	-0.093	7.19533378698101E+017	We See More Reasons To Be Cautious				
stocktwits	huge buy in all these names    	0.608	37312789	huge buy in all these names				
twitter	$MSFT higher than I expected   	0.43	7.19847471036375E+017	$MSFT	higher than I expected			
twitter	but Verizon is still the bidder to beat    	0.404	7.1957172542027E+017	but Verizon is still the bidder to beat				
stocktwits	Could the pride of social media be gettin ready to fall? chart rolling over?   	-0.287	16095490	Could the pride of social media be gettin ready to fall?	chart rolling over?			
stocktwits	gold going parabolic keep chasing those tops boys   	0.442	19129771	gold going parabolic	keep chasing those tops boys			
stocktwits	hold through all the media BS and you will be profitable patience is key   	0.543	18236977	hold through all the media BS and you will be profitable	patience is key			
twitter	Biggest Market Losers    	-0.438	7.09834259687711E+017	Biggest Market Losers				
stocktwits	#sectorbreadth Strongest sector is Industrials 86% bullishness   	0.545	26061978	#sectorbreadth Strongest sector is Industrials	86% bullishness			
twitter	uch a bloated valuation    	-0.536	7.19534374417347E+017	uch a bloated valuation				
stocktwits	I Love blood like a vampire.....Keep bleeding for me    	-0.391	28402613	I Love blood like a vampire.....Keep bleeding for me				
twitter	$FB and $IBB still weak    	-0.355	7.1952451170877E+017	$FB and $IBB still weak				
stocktwits	Bull Candle    	0.335	29684145	Bull Candle				
stocktwits	$IEF bullish    	0.423	22780978	$IEF bullish				
stocktwits	best scenario going forward is this stock slowly falling everyday    	-0.264	18842089	best scenario going forward is this stock slowly falling everyday				
twitter	plus its Irish based  getting rid of its generic biz   	0.146	7.19573068864033E+017	plus its Irish based	 getting rid of its generic biz			
twitter	'Today''s losers    '	-0.317	7.19652260322476E+017	'Today''s losers'				
stocktwits	'If that''s what you want then buy some    '	0.245	21294439	'If that''s what you want then buy some'				
twitter	Just sold 2 Apr-22 115 calls    	-0.024	7.1957606098824E+017	Just sold 2 Apr-22 115 calls				
stocktwits	Stochastic Overbought    	-0.385	39047349	Stochastic Overbought				
stocktwits	Long Position on    	0.674	14719203	Long Position on				
stocktwits	new HOD    	0.432	17353673	new HOD				
stocktwits	LONGS    	0.511	12248515	LONGS				
stocktwits	beat up AH   	0.284	25160682	beat	up AH			
stocktwits	down 25% since Tue morning.    	-0.527	27888646	down 25% since Tue morning.				
twitter	10% Dividend Increase Rewards Patient Investors The Future Looks Bright   	0.484	7.09330287503745E+017	10% Dividend Increase Rewards Patient Investors	The Future Looks Bright			
stocktwits	Go Long until exp imo    	0.414	5706586	Go Long until exp imo				
twitter	remember when Zuck in 2010 told us he was going to fix email with it?    	0.091	7.19948974090629E+017	remember when Zuck in 2010 told us he was going to fix email with it?				
stocktwits	Bought a little yesterda hoping for an earnings pop.   	0.562	32558345	Bought a little yesterda	hoping for an earnings pop.			
stocktwits	long term uptrend broke 4 year resistance looks primed for further upside  	0.53	5719679	long term uptrend	broke 4 year resistance	looks primed for further upside		
stocktwits	Sets Up for Breakout    	0.528	5771422	Sets Up for Breakout				
twitter	picked up $CALM    	0.47	7.09948124849115E+017	picked up $CALM				
twitter	advance announce licensing agreement   	0.604	7.19617999511163E+017	advance	announce licensing agreement			
stocktwits	gets a patent and goes up .20 today    	0.432	14646229	gets a patent and goes up .20 today				
twitter	'Don''t like Neither does Wall Street fell the most  '	-0.483	7.19929156314599E+017	'Don''t like'	Neither does Wall Street	fell the most		
stocktwits	GALE stacks up poorly from an insider ownership    	-0.314	20108220	GALE stacks up poorly from an insider ownership				
twitter	Nice day rally!    	0.529	7.19535506980266E+017	Nice day rally!				
twitter	#oversold    	0.406	7.10594321481802E+017	#oversold				
stocktwits	Took a small position    	0.344	5834712	Took a small position				
stocktwits	Continues to base on the weekly chart    	-0.047	6062030	Continues to base on the weekly chart				
twitter	amazon just signed a deal to lease 20 Boeing 767 cargo planes    	0.396	7.08799838830391E+017	amazon just signed a deal to lease 20 Boeing 767 cargo planes				
twitter	'Today''s losers    '	-0.317	7.19652260322476E+017	'Today''s losers'				
twitter	up $5.80    	0.334	7.19551636289401E+017	up $5.80				
stocktwits	EPS growth is around 12% so far    	0.316	28428726	EPS growth is around 12% so far				
stocktwits	may not be bad great stocks to trade making new highs  	0.081	5509476	may not be bad	great stocks to trade	making new highs		
twitter	Top #NetPayoutYields    	0.426	7.10965451677827E+017	Top #NetPayoutYields				
twitter	next major platform    	0.374	7.08410136516104E+017	next major platform				
twitter	Dailymail content is perfect for YHOO demographics    	0.153	7.19738412085813E+017	Dailymail content is perfect for YHOO demographics				
stocktwits	investors are nervous about outlook   as they should be.    	-0.357	11372664	investors are nervous about outlook   as they should be.				
stocktwits	Money flow positive    	0.322	29326889	Money flow positive				
twitter	Electronic Arts attracts more investors    	0.409	7.19907753188135E+017	Electronic Arts attracts more investors				
twitter	Biggest Market Losers    	-0.438	7.09834259687711E+017	Biggest Market Losers				
stocktwits	down 5.43 %    	-0.392	30013492	down 5.43 %				
stocktwits	Multiple expansion intact as well!    	0.281	35726822	Multiple expansion intact as well!				
twitter	Added $REGN at 402    	0.589	7.19927544900784E+017	Added $REGN at 402				
stocktwits	PLUNGING! Back to    	-0.628	37808166	PLUNGING! Back to				
stocktwits	running    	0.284	24007748	running				
stocktwits	Add to $FXP $SKF positions    	0.501	5588045	Add to $FXP $SKF positions				
stocktwits	get ready for the 560 *flush*    	-0.264	7971502	get ready for the 560 *flush*				
twitter	It Needs A New Tablet Strategy    	-0.195	7.11162648813904E+017	It Needs A New Tablet Strategy				
twitter	Taking some profits    	-0.142	7.19529876332618E+017	Taking some profits				
stocktwits	Down day for all biotechs Good to load up    	0.281	6783339	Down day for all biotechs Good to load up				
stocktwits	still loving it today    	0.385	24993177	still loving it today				
twitter	Breaking 52 week highs timing looks great now    	0.419	7.19939196627116E+017	Breaking 52 week highs timing looks great now				
twitter	Timberrrr    	-0.562	7.19571979314078E+017	Timberrrr				
stocktwits	The Best Stocks for 2012    	0.463	6178538	The Best Stocks for 2012				
stocktwits	double bottom could be in    	0.271	12289874	double bottom could be in				
stocktwits	3-star analyst Joe Wittine from Longbow Research reiterated a HOLD rating    	0.214	23199841	3-star analyst Joe Wittine from Longbow Research reiterated a HOLD rating				
stocktwits	still having some trouble at the resistance line    	0.071	25591365	still having some trouble at the resistance line				
stocktwits	Accumulation chart continues to make new highs showing accumulation continuing to take place    	0.497	10397968	Accumulation chart continues to make new highs showing accumulation continuing to take place				
twitter	Apple hires former Amazon executive George Stathakopoulos as head of corporate data security    	0.146	7.10984266318938E+017	Apple hires former Amazon executive George Stathakopoulos as head of corporate data security				
twitter	has been slipping    	-0.245	7.19531283689263E+017	has been slipping				
stocktwits	bullish reversal setup and breakout    	0.441	35243913	bullish reversal setup and breakout				
stocktwits	Near HOD    	0.366	11873404	Near HOD				
stocktwits	'Moody''s downgrade    '	-0.299	6815309	'Moody''s downgrade'				
twitter	Markets Back in Black for 2016    	0.271	7.10822084579086E+017	Markets Back in Black for 2016				
stocktwits	this one is looking beat up and interesting    	-0.084	5812515	this one is looking beat up and interesting				
stocktwits	$amd is a two dollar spec play Ur penny scalps cost u w/IRS   	-0.163	12707769	$amd is a two dollar spec play	Ur penny scalps cost u w/IRS			
stocktwits	SELL signal by $NDX internals technical SELL   	-0.501	39025868	SELL signal by $NDX internals	technical SELL			
stocktwits	starting to creep up    	-0.014	6192243	starting to creep up				
stocktwits	invest in elon    	0.327	32940708	invest in elon				
stocktwits	Still have my position    	0.381	15119660	Still have my position				
stocktwits	minuscule 0.09% gain in $ZIV Lost most of our handsome gains on Friday   	-0.059	33675026	minuscule 0.09% gain in $ZIV	Lost most of our handsome gains on Friday			
twitter	airlines battle for Cuba routes $AAL $LUV $SAVE $JBLU    	0.092	7.09745040826966E+017	airlines battle for Cuba routes $AAL $LUV $SAVE $JBLU				
stocktwits	Receivable going to zero    	-0.343	8961086	Receivable going to zero				
twitter	Cisco also lower    	-0.416	7.19623868495729E+017	Cisco also lower				
stocktwits	Bullish MA Crossovers    	0.457	39047668	Bullish MA Crossovers				
twitter	sell $RHT    	-0.591	7.0949979491011E+017	sell $RHT				
twitter	In Play Longs    	0.273	7.19517217247736E+017	In Play Longs				
stocktwits	next 5-6 charts illustrate a bullish weekly outcome    	0.119	27030874	next 5-6 charts illustrate a bullish weekly outcome				
stocktwits	I would buy some wtsl at these prices    	0.193	27026251	I would buy some wtsl at these prices				
twitter	more positive comments from $MS    	0.426	7.19600087777812E+017	more positive comments from $MS				
stocktwits	volume footprint looks great    	-0.097	9398009	volume footprint looks great				
twitter	Drugs and Biotech Getting Perky    	0.387	7.19630671220777E+017	Drugs and Biotech Getting Perky				
twitter	wants to ta CEO says taxes may make co leave   	-0.265	7.1963546238258E+017	wants to ta	CEO says taxes may make co leave			
stocktwits	companies shld be worried about iCloud    	-0.329	5806487	companies shld be worried about iCloud				
stocktwits	negative P&L on hardware    	-0.387	6234119	negative P&L on hardware				
twitter	eyes more disposals in bid to appease City backers    	0.286	7.19801650957914E+017	eyes more disposals in bid to appease City backers				
stocktwits	gap fill 53.53 still waiting.    	0.085	22415160	gap fill 53.53 still waiting.				
twitter	long    	0.488	7.09389876295111E+017	long				
twitter	Pie In The Sky    	0.365	7.19849703106552E+017	Pie In The Sky				
stocktwits	afternoon selloff as usual will be brutal get ready to lose a ton of money.   	-0.569	37388803	afternoon selloff as usual will be brutal	get ready to lose a ton of money.			
stocktwits	Short more  markets will tank now   	-0.605	6037370	Short more 	markets will tank now			
stocktwits	Has a great cash balance impressive growth rate   	0.493	34669614	Has a great cash balance	impressive growth rate			
twitter	calls for nice gains Still holding Week made in a morning  	0.396	7.09418142645137E+017	calls for nice gains	Still holding	Week made in a morning		
